ID,Trial_Number,Keyboard_Type,Repetition_Order,WPM,WER
4,17,B,3,82.51924495,0
1,50,A,2,39.98510939,0.003166442
2,27,A,3,47.50897344,0.007863417
2,46,B,1,13.28822269,0.000921139
1,68,A,5,56.587482,0.001193846
4,62,C,1,21.09382369,0
4,95,A,2,55.09215537,0.003172294
3,71,B,1,13.74171184,0
4,57,B,1,18.90275963,0
6,68,C,3,62.9744335,0.000250518
10,89,C,2,58.71251081,0.002675867
8,11,A,1,16.27150811,0
9,14,B,2,68.65525344,0
9,80,C,2,47.39869488,0.001820619
1,67,B,5,75.77328113,0
9,13,C,2,53.93116061,0
6,35,A,3,94.66951336,0.012084411
5,55,A,2,39.54168027,0.011140608
8,35,A,1,17.56704819,0.003666561
3,69,B,3,62.68564325,0
5,19,C,2,23.68416554,0.006157214
6,65,B,1,18.91863887,0
7,5,A,2,21.99218738,0
8,16,C,3,64.76580881,0.332197181
3,75,A,2,67.64043337,0.005453842
10,9,B,3,58.06967878,0
6,7,C,1,14.38233925,0
4,6,A,4,81.26862141,0.002542298
5,81,B,3,56.83721106,0.004334614
3,37,A,2,63.61566934,0
5,40,A,3,52.4012262,0
2,44,B,1,11.62940927,0.003144086
8,36,A,5,76.22065933,0
4,40,B,3,56.77551808,0.000306011
10,78,B,5,65.95906573,0.005096766
3,73,C,5,57.89514489,0
10,10,A,1,28.21389625,0
5,60,A,3,54.79391626,0
5,98,B,2,120.443366,0
8,95,C,1,15.23316199,0.001039659
5,73,C,5,30.45332158,0.000608759
7,13,B,2,46.63070558,0.003055127
9,88,A,3,110.6380535,0.00747978
9,79,A,2,54.67363854,0.008468863
2,74,A,1,14.06446084,0
5,90,B,3,63.6836708,0.001472392
8,97,A,2,59.13732892,0.006903676
8,60,B,2,66.14411528,0
5,73,A,4,59.2577438,0
9,75,C,3,141.8396245,0.005411825
4,45,C,5,93.1241111,0.005689796
5,62,A,5,60.44326961,0
2,57,B,2,49.27189678,0
9,85,B,1,18.9939951,0.003735488
4,14,B,4,86.63854275,0
7,4,B,3,74.66228789,0.005566202
10,42,C,3,66.88298935,0.004690664
4,72,A,1,15.27050186,4.39E-05
7,61,B,1,10.72666286,0.001830173
5,0,A,5,20.1196927,0
10,81,A,3,94.70782515,0
1,87,A,5,53.22508132,0.004973636
8,83,B,2,87.98974343,0
3,11,C,1,13.3464286,0
9,51,A,4,85.02441173,0.0029748
9,46,B,1,12.55978596,0.000889152
1,97,C,5,32.34126381,0
7,32,A,5,57.11573027,0
2,22,C,2,36.80003315,0.000550732
6,15,A,5,118.7538758,0
10,34,B,4,55.77233864,0.007016256
10,5,A,2,70.36766726,0
3,21,B,3,42.47291002,0.004659776
10,48,C,3,60.10895617,0.002404071
3,41,C,4,78.19521023,0
7,77,A,3,53.95075527,0.011594137
7,73,C,2,29.96853409,0.006492644
2,50,C,5,57.64229237,0.002372942
2,87,A,1,12.47125269,0
9,47,B,4,75.67471353,0
5,50,C,4,31.93419827,0
2,61,C,4,83.3381349,1
10,2,B,4,46.12455274,0
1,56,A,2,66.87855431,0.001663557
1,67,A,2,77.14621302,0.000290649
9,47,C,4,85.58943171,0.005576256
5,65,B,5,70.72047199,0
3,86,C,4,54.95825015,0
3,19,C,5,77.56084173,0
7,51,B,4,83.91766397,0.004874649
4,48,A,1,26.79605141,0.00401974
10,81,A,4,116.0013648,0.001271798
8,21,A,3,61.3202213,0.010666908
10,68,A,3,41.40126718,0
8,29,B,5,81.55948313,0.000904379
1,54,C,3,96.43049376,0.002771853
1,83,C,4,84.82455115,0
2,0,A,4,43.10405952,0.009498283
4,6,A,2,100.0060052,0.001626913
7,28,C,2,37.92344911,0
9,94,A,2,82.60956485,0.011981817
9,86,C,1,14.61054463,0.008138083
5,76,B,4,55.20742161,0.003644386
5,31,C,2,39.05633084,0
8,58,C,2,63.47564047,0.00021245
1,37,B,4,66.88568426,0.007954132
7,80,C,5,43.58325906,0
2,34,B,4,86.52396134,0
5,75,B,2,86.09817422,0.001905074
8,8,B,2,70.23371314,0.000351403
5,53,B,4,32.38958198,0.004360093
4,30,A,5,54.26796654,0
3,14,A,2,70.68228318,0
5,80,C,4,52.34040624,0
10,92,A,4,55.65191519,0
1,14,A,4,62.39809512,0.00465471
7,38,B,1,13.63804294,0
4,81,C,3,70.45254953,0
2,14,C,2,68.12067211,0.328961432
10,89,B,3,73.21334192,1
4,94,A,3,111.0309111,0.005287202
10,46,C,5,28.26391343,0.008341501
6,35,B,2,120.3024765,0
10,93,B,1,11.04112692,0
7,23,A,4,27.33913318,0
3,71,B,4,50.81362374,0.000633853
5,0,C,5,33.00066959,0.012453985
6,73,A,2,67.88412723,0
1,28,B,2,26.96187922,0.001302548
4,70,A,5,88.12469165,0.005639841
7,83,A,1,16.45966702,0
5,56,A,5,58.28807563,0.004535123
5,96,C,5,42.27794777,0
6,19,A,2,9.833519228,0
1,64,A,3,89.64247968,0
10,55,A,5,67.60888395,0.00373017
10,26,B,2,47.26571053,0
6,44,B,5,77.81986295,0
7,67,B,5,96.6348651,0.003054761
5,10,A,4,37.71137208,0.000344347
4,85,A,1,18.91028426,0
5,98,B,4,59.36870277,0
5,20,B,5,64.84514658,0.000224147
5,33,C,1,15.10612779,0.000978175
6,25,B,3,95.36688103,0
7,16,B,5,36.49259573,0
5,95,A,4,57.38926779,0.00132636
5,76,A,1,11.38114189,0
6,90,C,3,98.05119996,0
5,64,A,3,74.21604036,0
2,52,C,5,67.97399592,0
10,92,A,2,49.66026767,0.004742414
9,24,A,5,85.84504318,0.00253451
2,66,B,3,78.46463225,0
6,44,A,2,69.0389663,0
4,41,A,1,12.98103169,0
9,62,A,2,61.57542933,0.003411041
8,52,C,5,69.34284584,0.000199483
5,27,A,3,55.16990571,0.006825025
10,81,A,1,9.440859027,0
7,68,B,5,79.45105939,0
7,39,C,1,18.44655248,0.00909333
9,81,C,1,14.88118328,0
5,86,B,3,55.66262115,0
1,93,C,4,87.49789677,0
7,15,C,5,60.86085077,0.004006267
6,62,C,1,13.06563323,0.005703475
2,86,A,3,73.94719489,0
9,12,C,5,77.70449633,0
6,12,A,2,74.32365999,0
4,56,A,1,15.24267854,0.002431603
5,15,C,2,32.16911612,0
9,40,C,5,102.9355297,0.005039492
3,70,B,2,58.73315661,0
6,80,B,5,92.53672783,0.006537483
2,86,C,2,63.05379733,0
5,43,A,4,46.74251318,0.004282819
6,87,C,3,59.62160032,0.000432863
6,97,C,5,87.17222155,0.001686931
4,22,C,2,48.26828455,0.001974234
4,24,C,1,20.55935688,0.001088657
8,63,A,4,79.17045351,0.003060285
2,35,A,4,42.11917816,0
8,44,A,3,61.99517478,0
1,72,B,4,63.71302904,0
10,19,A,5,62.84638109,0.002244333
4,34,A,1,14.38638596,0
1,36,B,5,92.7140317,0
6,2,C,2,28.60889997,0.012221229
8,31,A,4,50.90368158,0.004316917
1,67,A,3,64.65383975,0.007150763
10,85,A,4,85.63796038,0
10,34,C,1,19.35172358,0.008185852
6,7,A,2,75.62742755,1.47E-05
7,34,C,3,69.59031089,0.00569145
2,69,C,3,69.61408905,0.001635166
1,14,C,5,60.96497707,0
7,48,C,1,22.09587612,0
4,83,A,3,106.6914075,0.001793201
8,56,A,4,53.11522495,0
5,41,C,3,52.24614299,0
6,60,B,5,70.87512211,0
5,5,C,5,46.75735763,0.003702803
10,15,A,1,18.28527276,0
10,64,A,3,83.4693114,0
6,41,B,5,81.72236818,0
8,66,B,3,71.19209259,0.005763383
3,29,A,3,71.67287687,0.001530648
10,82,A,4,80.85657989,0.003092712
10,25,B,1,13.2625855,0
3,36,B,3,92.10707079,0
9,45,B,5,73.29412678,0
10,59,B,4,68.20809407,0.004872388
4,16,C,4,66.97106232,0
3,97,A,5,62.53317661,0
7,72,C,1,10.50146636,0.001984347
2,42,B,2,65.16562028,0.002999895
4,83,B,4,71.79283503,0.000721758
9,58,C,5,87.29041965,0.001221897
7,85,A,1,20.1272722,0.005140994
7,52,B,5,45.2829691,0
1,56,B,3,73.06975495,0.006532883
7,41,C,5,70.86207154,0
2,59,C,4,135.1345502,0.006116897
10,75,B,2,75.22072677,0
5,62,A,3,37.27041867,0.009039077
1,44,B,3,70.52685399,0
3,69,B,2,56.17731598,0.005617381
9,84,A,2,83.01955244,0
6,72,A,4,67.91255218,0
3,54,B,3,68.98158983,0.005875638
2,53,C,5,66.13790463,0
8,97,A,4,67.62665859,0
6,23,C,1,17.44684457,0
4,89,C,3,90.6915834,0
9,41,A,2,129.7574105,0.005438655
8,66,A,2,66.31903562,0.004593467
8,55,C,2,61.59251706,0
3,79,B,2,54.62863418,0
6,26,B,2,61.86645757,0
9,45,C,4,67.52429796,0
1,50,C,5,61.86695742,0.328334352
10,52,B,5,45.46178554,0.00419056
9,98,A,4,70.84711237,0.003141492
7,18,A,4,43.21512421,0.001280456
3,19,B,3,65.35326474,0
9,18,A,1,15.55025703,0
1,90,B,4,51.13662449,9.76E-05
2,46,C,1,15.16650267,0.002278858
2,65,A,4,66.26588171,0.001250029
10,70,C,2,60.0235455,0
6,30,B,1,21.95246996,0.002879415
4,85,B,2,60.96728919,0
1,0,B,4,81.7585966,0.004638083
3,96,A,1,13.9206548,0
2,27,A,5,38.35867284,0
7,93,B,1,17.09586671,0
7,81,C,2,54.24274439,0
9,34,C,4,89.4222332,0.33285406
4,42,A,5,98.93689628,0.005549894
10,26,C,2,32.18637252,0
4,17,A,1,14.478403,0.011765554
6,81,B,2,20.66337278,0.011430804
6,49,B,3,94.58382189,0
4,50,A,1,20.403218,0
2,97,C,3,72.00361809,0
7,44,A,5,36.51497383,0
3,4,C,1,12.71993479,0.002813099
6,39,A,1,18.03188289,0.000227631
6,24,C,4,77.60751843,0.00440909
5,86,B,2,55.54652587,0
7,34,C,1,26.76745737,0.00196836
8,72,A,3,61.75260399,0
8,66,C,4,77.67154613,0
7,18,A,5,26.2090785,0
9,84,C,1,11.60395026,0
7,57,C,3,50.53625905,0.007236973
7,90,A,2,58.66502675,0
4,97,C,1,13.51465171,0
3,51,B,2,62.4387781,0.002044784
7,52,B,1,13.46137284,0.003802772
9,98,C,1,13.11225497,0
6,76,C,2,61.5689619,0.008574716
1,58,A,5,54.41790431,0.003656938
2,16,B,3,63.71031237,0
10,6,C,3,64.13979754,5.88E-05
3,47,C,3,76.41495827,0.009612581
4,95,A,1,15.1872,0
2,91,B,3,63.5655614,0.00241225
6,95,C,4,84.13264388,0.005581917
8,75,B,3,106.9452361,0.00514087
7,21,B,1,18.65637904,0.002613931
3,4,A,3,71.08600542,0
1,58,B,2,47.28785589,0
7,99,B,1,17.60046057,0
7,53,B,2,28.36056039,0.009941715
4,68,C,5,84.23547487,0.006116921
7,37,A,2,42.59352002,0
8,74,B,4,72.21019957,0.006811859
4,89,B,1,15.78168138,0
6,67,C,2,51.99973621,0.000917515
7,26,C,1,12.17406397,0
2,92,C,2,64.16194549,0
1,9,C,2,76.42023818,0
3,16,C,3,13.82699641,0.000947375
5,37,B,2,64.71927635,0.000164463
8,57,A,1,13.29236141,0
5,49,B,4,50.382741,0.003835923
4,31,C,5,102.6325976,0.010066651
3,97,B,4,58.37727702,0
4,40,A,5,97.49112998,0
9,48,B,5,80.76350598,0.001194443
10,29,A,1,18.01189484,0.001145105
9,55,B,1,17.42072426,0.000528176
1,82,C,2,30.97196293,0
2,18,C,4,72.73707086,0
2,16,C,3,45.06422639,0.001962995
3,49,C,4,50.1565711,0.01522763
8,87,A,5,70.37672159,0
3,31,B,5,51.95940513,0.002746003
2,9,B,4,84.9596014,0
10,30,A,4,42.7830575,0.002630641
3,86,B,2,40.14641438,0.012320241
6,23,C,3,100.1599124,0.008892462
5,96,A,2,56.50092278,0.001931058
1,95,B,2,58.48752721,0.004770842
10,86,A,5,77.48119405,0.005689948
3,85,A,4,79.56941591,0.003861309
10,10,A,3,66.04085958,0
1,84,B,4,83.20736326,0
7,30,A,3,16.20410808,0
5,37,C,2,28.01713527,0
9,87,C,5,108.1244807,0.003656378
5,4,B,5,62.82443211,0
9,87,A,2,33.053164,0
8,1,A,2,42.06059538,0
3,45,C,5,57.56192117,0.006938287
2,93,A,4,53.89983472,0
3,35,C,5,61.23146098,0.002020006
4,46,B,2,75.19211288,0
10,53,B,2,43.28327785,0
7,95,A,2,19.49735744,0
7,44,A,3,33.47451731,0
1,46,C,2,68.81435603,0
10,97,C,1,22.90429086,0
9,86,C,2,50.44904566,0
2,46,B,2,25.65816434,0
2,73,A,3,60.3422303,0
10,0,C,5,71.00754256,0.006009869
5,33,C,2,42.37174918,0.007036786
10,54,C,2,25.75052868,0.001323916
2,16,C,5,15.8552809,0.005026917
5,28,C,5,26.69535168,0.008337783
8,18,A,3,56.40534548,0
4,37,C,1,13.15072731,0
9,69,B,4,75.47227991,0.007419996
6,31,B,4,89.09094113,0.00712319
8,85,C,3,88.8654074,0.003401397
1,72,B,5,63.66471232,0.006886842
9,69,B,3,73.4540515,0.002593268
5,53,B,3,33.48170789,0.002744195
1,85,A,5,90.86166856,0
6,14,A,1,13.12315286,0
2,97,B,5,39.32668058,0
5,58,A,2,65.25699873,0
4,44,C,1,17.09846599,0.011161983
6,85,B,4,113.1246499,0
9,41,A,4,139.7017602,0.000641202
2,28,B,3,40.32741409,0.007390119
6,70,C,2,33.27195088,0
6,64,A,2,111.532272,0.005831523
7,84,B,2,63.41743818,0.004806433
7,79,B,3,72.60737669,0
2,63,A,5,52.67174127,0
10,66,B,2,55.00983877,0.00229943
1,86,B,5,66.39454313,0
7,83,B,4,99.56038561,0
1,46,B,5,44.56091324,0.011307636
9,38,B,1,20.32285473,0.001311641
7,11,A,2,24.92752279,0
1,25,C,3,92.62696886,0.006300049
2,62,C,4,78.37724577,0
9,5,A,3,105.558157,0
3,1,C,1,13.11775252,0
1,84,A,3,71.34070238,0.005272938
1,54,C,5,106.9236167,0.004492519
9,73,B,3,74.49976754,0.008354711
6,62,C,5,35.42655346,0
10,90,B,2,48.87622456,0
9,48,A,1,24.1819481,0
1,48,B,2,74.78864994,0
10,20,B,4,59.96049327,0
4,58,B,5,67.86740795,0
3,45,A,4,68.8229756,0.005638435
5,90,A,1,11.48426756,0.008435671
8,69,A,2,71.53261791,0
10,77,B,4,63.48662134,0.003660385
6,52,A,3,85.33205832,0.00189671
6,21,B,5,95.92843364,0.001545541
10,65,A,5,88.70879639,0.004965379
10,27,A,2,53.37246101,0.001103467
10,51,B,3,52.98221392,0.002142874
9,10,C,2,72.9758595,0
4,5,A,1,17.17048994,0
8,10,B,1,13.44234902,0.009690525
3,4,B,1,20.61894459,0
3,6,A,3,81.3825255,0
6,35,B,4,131.4310306,0.003240463
2,15,C,5,54.94298373,0.004344455
7,76,B,5,88.93620495,0
8,2,A,3,43.05410463,0
2,31,C,3,59.27498286,0
5,99,A,5,45.51342607,0
1,1,C,2,100.8625971,0
10,71,A,5,58.89685234,0
8,63,C,2,63.39451523,0
10,66,B,4,65.67715178,0.004700007
6,81,A,5,67.79174731,0.010815609
8,65,A,5,70.58510171,0
3,13,B,2,55.98592634,0.004298958
5,83,C,5,43.36125331,0.005385412
1,52,A,3,66.50457749,0.00873394
3,37,C,1,14.87092519,0
10,3,A,4,76.71160382,0.002979008
2,18,B,5,82.6894007,0
1,22,B,3,30.85566929,0
10,26,A,5,62.70855954,0
6,22,B,3,65.1803824,0
1,96,B,5,44.82078103,0
8,52,B,3,66.92191457,0.003953774
2,38,A,3,47.17322035,0
10,0,A,2,66.41402971,0.002012781
4,44,A,2,67.61781488,0.007566808
8,82,B,2,81.00124149,0.003841693
3,25,B,5,50.320687,0
4,25,A,2,77.00776541,0.002972334
10,82,B,2,28.23260862,0.000491462
6,36,A,1,16.7281451,0.000363036
5,67,C,4,39.64962065,0
4,73,A,1,14.57917003,0
6,4,C,4,45.22017915,0
4,14,A,3,96.96480156,0
2,45,B,5,67.06400726,0
9,85,A,1,21.83255462,0
1,56,A,3,68.69972383,0
7,55,B,5,95.94244893,0.006871951
6,71,B,2,69.6523849,0
8,63,C,1,20.20974845,0.002853997
3,43,C,1,15.4364528,0.005323465
6,65,C,2,84.47565699,0
7,39,B,1,20.10715137,0.006081048
6,65,A,5,92.22426564,0.005421973
3,70,B,4,51.75025709,0.003417901
6,71,B,3,85.79767807,0.003819177
1,76,A,4,72.24982005,0
6,72,C,5,80.81489537,0
6,70,A,2,74.35261151,0.002318014
5,92,A,5,74.05887884,0.000829799
4,91,B,2,70.45451195,0
4,0,B,2,102.9670976,0
9,6,C,4,76.16869532,0.00364309
6,98,C,5,72.95669181,0
9,88,B,5,67.83264968,0
6,83,C,3,72.49545493,0
7,80,C,2,41.3844809,0.001924849
7,6,C,4,63.11790921,0
10,12,B,4,38.84356706,0
2,79,B,5,68.09411524,0.002863317
9,41,B,1,11.13821865,0
7,2,B,3,68.49034215,0
3,2,A,4,63.61308457,0.006116793
2,13,C,5,67.91680684,0
7,41,C,2,62.82359814,0.001220799
7,51,B,1,18.67505909,0
2,57,B,3,58.84277885,0.004993996
8,27,A,5,53.12436351,0.0023852
9,15,A,3,105.8536611,0
10,40,B,4,53.56444009,0
4,6,B,1,18.30179183,0.003851881
6,5,C,2,96.57111313,0
1,28,C,3,64.86678287,0
5,18,A,2,60.87822758,0
3,81,A,2,27.38707034,0.010986662
1,56,C,5,66.55280863,0
9,94,C,2,102.2182772,0
10,89,B,5,79.31900729,0.998116287
6,86,B,5,124.8233481,0
3,92,C,3,63.31297197,0.003976398
9,77,A,3,90.07604037,0.008895921
9,76,C,2,83.91802222,0.006713024
7,98,C,4,27.99188963,0.00198847
9,22,A,3,24.39538198,0
6,40,B,4,93.37032786,0.005361775
8,42,C,3,61.1978313,0.000730808
4,65,B,5,98.11262891,0.00221483
4,90,B,2,77.82042811,0
4,45,B,5,103.7756851,0
8,35,A,4,71.10318383,0
1,8,B,5,57.3622475,0
4,77,A,5,94.83430846,0
4,56,B,5,74.3975906,0.005041241
2,69,B,5,74.90101479,0.007665793
5,30,B,2,69.33739912,0
9,24,A,4,85.64520927,0.00149453
10,49,B,4,59.30797702,0.004406228
1,16,B,4,32.14722981,0.003593353
8,39,C,3,71.63178831,0
1,18,B,2,48.73332167,0.005279008
5,64,B,3,81.13215825,0.007431513
3,17,B,4,57.56331451,0.010630237
9,80,B,5,79.16571306,0
10,33,B,3,41.72296391,0
6,66,A,4,110.0180188,0.001927999
1,4,A,2,47.17574648,0
1,43,A,3,43.86688977,0
8,22,B,3,59.5380112,0.000676589
3,8,C,5,69.10552023,0
1,83,C,2,71.52306203,0.000470286
8,84,C,2,70.10580547,0.004383419
2,83,B,1,17.14567071,0.002853099
3,82,A,3,65.27131022,0
6,78,A,3,98.98130764,0.001497617
9,94,A,5,102.0858514,0
6,40,A,5,109.771761,0
8,51,C,4,66.4290472,0
9,75,B,2,140.9659448,0.004145364
1,39,A,4,68.73299389,0
3,42,A,1,15.97393085,0.000137898
10,11,A,1,18.1507773,0
3,71,C,3,64.32948799,0
4,71,B,2,76.79902409,0
3,57,B,3,48.80291079,0.003172675
7,80,C,1,12.43784218,0
9,2,C,3,83.35007107,0
3,87,B,3,51.91350993,0.002380943
4,89,C,4,90.74133126,0.011195697
7,76,A,5,54.76047873,0.01152513
7,30,C,5,39.90436879,0.002204874
4,40,C,5,104.1369255,0.004044858
5,27,B,2,52.11010982,0
2,20,B,5,60.29931586,0.002258414
2,23,B,3,68.9713053,0.007421032
10,39,A,3,73.76688115,0.002072878
3,53,B,5,54.86120142,0
10,79,A,3,53.91050255,0
8,8,C,1,13.83488099,0.004089448
2,97,A,3,44.58212324,0.004097302
3,97,B,1,13.59514219,0
10,27,C,3,63.95997163,0.004366371
1,36,A,3,86.92840057,0.000726458
5,93,A,3,60.89435054,0.009898235
4,61,B,5,73.94057936,0.005677618
6,76,A,4,88.78921837,0
8,57,A,4,59.55941286,0
5,97,B,4,50.34067786,0.003078944
5,18,C,3,22.91022499,0
9,69,B,2,65.36959417,0
7,71,A,2,49.92490186,0
4,12,C,5,83.66694037,0.002485585
2,19,B,1,15.37045385,0.004713798
6,95,A,4,75.66479008,0.004433694
1,54,C,2,91.50636181,0.004564697
8,87,B,1,11.36318251,0
4,57,B,2,69.53040204,0.009707577
10,24,C,1,18.50872279,0
8,42,C,2,57.32579868,0.001548983
5,61,C,5,50.91480749,0.003010809
7,17,C,1,17.07875147,0
9,68,B,5,83.28211347,0.015227843
3,42,A,2,61.36963529,0
7,33,A,1,14.94147113,0.002273673
9,53,A,3,99.98886161,0
5,2,A,3,48.72847024,0
2,77,A,3,71.33007955,0
7,51,B,3,73.11851093,0.006917829
7,3,B,5,47.86699426,0
5,86,C,4,41.21043925,0.009500083
7,39,B,2,77.41279856,0.002887988
4,17,C,2,118.2499455,0
9,18,B,4,65.30668618,0.000783464
1,8,B,2,48.6030064,0
1,51,C,3,69.5043105,0.012858613
7,34,C,4,66.17924478,2.10E-05
1,45,C,2,23.39196777,0.006693817
6,5,B,3,105.1939014,0
4,59,B,3,89.16273656,0.000421346
7,35,B,3,89.15043599,0.000143736
7,99,A,4,53.28226875,0.001466938
4,51,C,2,71.03735862,0.003770596
7,93,B,4,71.6906984,0
4,47,B,1,20.52278235,0.014254903
6,45,A,4,68.72021498,0.00453371
8,92,A,3,72.96936877,0.007134745
5,59,C,2,43.4232203,0.001933529
4,37,B,5,83.88612766,0.320136911
9,74,B,3,98.71868016,0
9,97,B,4,14.5947886,0
5,77,B,3,47.35425418,0.010594675
8,29,A,1,14.34813509,0
8,41,B,5,103.4368052,0
6,99,B,1,16.82013518,0
7,72,C,3,49.32195691,0.004818621
9,83,C,1,12.83429686,0
4,12,B,3,67.97118415,0.002924345
10,97,B,1,27.65875052,0.00279853
6,78,A,4,96.51859491,1.45E-06
4,68,C,3,85.88764323,0
9,44,A,2,43.33637749,0.01055467
1,76,C,3,65.42082308,0
5,80,A,5,60.75397699,0
7,91,B,2,11.77347364,0.008294205
10,62,C,2,24.08430738,0
5,85,A,4,75.19725419,0
8,34,B,5,67.87561522,0.003398072
1,78,A,5,58.5362519,0.002810758
9,7,C,4,78.35663939,0
9,74,A,3,98.62468421,0
9,64,C,5,131.7335315,0.011157373
4,93,A,2,82.16124163,0
7,10,B,5,17.91450432,0
4,34,B,4,77.58901815,0.004091043
4,47,B,5,86.7420496,0.011781035
2,67,C,4,84.92637207,0.003933431
6,30,A,4,12.61544,0.000172222
8,29,C,5,62.61653575,0.000308257
10,19,B,3,57.51821251,0.002779082
6,63,A,5,83.61258293,0
3,68,C,5,53.28004521,0.001996994
10,9,C,4,80.80312366,0
6,65,C,3,65.46097075,0
7,24,A,3,23.66229993,0.003175028
9,96,A,4,73.69038499,0.003237217
4,70,A,3,84.38202389,0
8,76,A,5,73.65283728,0
7,93,B,5,80.32731965,0.002661287
6,55,B,5,101.7513025,0
1,40,C,2,60.32819414,0.003931408
8,41,B,2,93.72689712,0
4,35,C,5,113.6498116,0.005512738
1,29,C,4,64.81282186,0.000283449
9,29,B,4,88.08994901,0
10,66,B,3,68.56414653,0
1,66,A,4,85.93669675,0.003251722
10,68,C,4,60.80411394,0.009410327
6,84,A,3,87.2906429,0.001067367
8,90,C,4,97.93155741,0
3,1,A,5,30.31922337,0.004849041
1,43,A,5,47.16970929,0.003938094
5,67,A,2,60.30368003,0
3,41,A,2,75.43034781,0
7,98,B,2,43.11463249,0
8,30,C,4,50.67473491,0.004639264
1,83,B,2,73.15371704,0
6,14,B,2,79.7338106,0
9,72,A,4,98.16209574,0
5,53,A,3,40.87443511,0
5,93,C,1,16.42781135,0.005640154
6,49,C,3,60.32069781,0
9,11,B,2,45.70531641,0.005952453
4,92,C,4,75.97018624,0
6,2,C,4,65.64740095,0
8,91,C,2,73.69697219,0.00315661
3,9,B,5,60.40496834,0.003934217
3,47,B,4,50.02719832,0
1,65,C,5,81.44132386,0.001971037
2,52,C,4,59.95117131,3.28E-05
8,49,C,3,53.79625693,0
2,7,A,2,46.29052629,0
1,51,C,5,48.6660388,0
5,52,C,5,47.35496475,0.00316905
2,71,C,2,42.55289744,0
6,47,A,1,18.77852957,0.000446328
7,25,B,3,63.12851393,0.000851054
7,20,B,3,57.29660461,0.003812062
5,53,C,4,36.27123777,0
8,35,C,3,68.66804012,0
3,45,B,4,92.58213908,0.008979513
6,51,A,2,78.91624497,0
10,8,B,5,52.40988639,0
7,34,B,3,74.00756558,0
3,21,B,1,15.75059673,0.007983764
9,39,B,5,89.44089057,0.002002708
10,8,A,5,60.59028063,0
1,20,C,2,69.98575498,0.010830393
7,49,B,5,58.57021344,0
8,44,C,2,73.4978105,0
7,63,B,5,83.261973,0.002007518
7,92,A,5,42.75354172,0
3,81,B,1,12.3988395,0
1,94,B,1,11.95329812,0.005614868
6,79,C,1,17.12868137,0
6,52,A,2,78.29722652,0.005106151
1,46,C,5,58.37140433,0
10,19,A,1,22.22173131,0
6,23,A,1,16.07413486,0
2,53,C,1,14.11515599,0
10,5,C,1,10.70686797,0.000522239
6,76,B,3,67.64469819,2.32E-05
10,41,A,2,59.43792329,0
3,82,C,1,14.72097271,0.004554012
4,4,C,1,16.23650134,0.003524453
2,3,C,2,85.42256655,0.002291361
3,44,B,5,55.84741469,0.011367461
1,94,A,2,77.07898386,0.002429033
3,94,B,3,82.47022421,0.004728918
9,99,A,3,18.38629187,0.001633966
3,78,A,3,59.01946932,0.000747029
7,30,A,1,21.06497955,0.00044567
7,69,A,5,30.91914192,0.008583556
4,36,A,4,121.1032986,0.009714947
2,49,A,2,46.48540742,0.005328461
5,75,C,1,20.25617066,0.00813966
6,56,C,1,15.34188499,0.010809013
9,25,C,4,103.5623545,0
8,22,C,3,44.07358725,0.004831502
2,83,C,4,76.94326772,0
7,20,C,2,45.59034663,0.0007775
9,36,B,1,14.2531708,5.55E-05
4,51,A,4,87.8794702,0
5,0,C,2,20.95789417,0.003724607
7,31,B,1,17.49269741,0.002233572
7,53,C,2,46.6252855,0.00619736
3,49,A,5,52.7511538,0
3,93,A,1,14.02017747,0
4,84,C,3,74.1828681,0.000114187
4,19,B,5,96.43003532,0
7,80,A,3,51.31502227,0
10,78,A,3,59.35726845,0
6,99,A,3,70.33371797,0
7,89,C,1,14.11756042,0
8,63,C,4,70.81056914,0
6,7,C,3,63.79468276,0
6,44,A,4,66.591382,0
4,97,B,5,72.6812928,0.00514951
7,3,B,4,34.231467,0.007448466
4,5,C,1,10.96443078,0.003937034
4,51,C,1,16.82033243,0.002255011
6,7,A,4,86.09760107,0
9,58,A,5,88.80228369,0.001134577
4,23,B,4,95.52505679,0
5,50,B,2,48.37098206,0
10,52,B,3,53.05877058,0.003511639
4,11,C,4,92.03266966,0.000271884
7,52,C,5,52.07394134,0.002580904
1,89,C,5,42.02283381,0
3,24,C,5,64.15906823,0
2,5,B,3,78.78903175,0
9,55,B,4,77.4782219,0.010934369
8,25,C,2,67.69440694,0
2,13,A,2,30.09943731,0.005984996
3,74,C,3,87.91102222,0
9,60,B,4,73.50147,0
4,1,A,2,112.3470237,0.009914621
1,70,C,3,67.78961817,0.005255076
3,5,B,3,65.38292962,0.003130541
4,34,C,1,16.05764825,0.001734856
2,15,C,1,19.94447301,0
4,15,A,1,23.99900339,0.00874374
6,96,A,3,66.52244796,0
8,46,A,1,20.21657014,0.00042814
6,80,A,5,101.7651057,0.004113471
7,63,C,4,50.95988336,0.001995079
9,73,C,5,69.67717217,0
6,24,A,3,76.94860876,0.009817042
7,94,B,2,65.60736184,0.005475592
6,33,B,3,84.15859695,0
2,1,B,2,75.53981548,0
4,88,C,1,20.11602216,0
8,54,B,3,82.56641379,0
9,49,C,4,88.14853264,0.335198263
7,21,B,3,79.74915204,0.002145106
10,79,C,5,46.66548231,0
3,25,A,5,46.59865181,0.003249835
3,24,B,5,62.79586523,0
